ProviderId,reference,price
292,CAL4024ORB,221499.0
292,VEN1621LIL,62199.0
292,TER0120ESC,354699.0
292,SIL1078AIM,54199.0
292,JGO0040AIM,518099.0
292,TEL3230SSG,329999.0
292,SEC3694GAM,66399.0
292,CAF8133ATM,35799.0
292,COC3064ESC,406899.0
292,PLA3525ORL,242599.0
292,HOR7868FLO,528199.0
292,CED5001PET,289999.0
292,LIC1151MDA,80999.0
292,AUR3218PHI,102399.0
292,COC5641ESC,554199.0
292,KIT2350LOG,39999.0
292,PLA3573ORL,422099.0
292,BIB8855DEL,181399.0
292,BAT1400MDA,53999.0
292,COC3063ESC,406899.0
292,COC3065ESC,406899.0
292,SEC0530PHI,120599.0
292,AUR1011PHI,44299.0
292,SEC3081PHI,68699.0
292,SEC0514PHI,96099.0
292,CAF1220PHI,1138299.0
292,VAL1112DEL,273999.0
292,ESC0984DEL,215899.0
292,RAC0103DEL,164599.0
292,CAF3024NES,307099.0
292,ESC1201DEL,236299.0
292,SEC7028GAM,71599.0
292,MOD8584DEL,393099.0
292,COM0259DEL,212999.0
292,VEN2075IDP,89999.0
292,VEN1810MDA,83499.0
292,COR5610PHI,54299.0
292,LIC4656OST,165299.0
292,COC5640ESC,554199.0
292,DEP0700PHI,126399.0
292,COR1040GAM,27999.0
292,CAL0016CRI,39099.0
292,CAL8959LIL,31999.0
292,PLA5905OST,74999.0
292,TAP0006MSM,165099.0
292,LIC2626PHI,179699.0
292,CED0400SEV,209899.0
292,EXP3400SML,31299.0
292,LIC2802OST,121899.0
292,RAC0105DEL,182099.0
292,SIL5000AIM,60799.0
292,PAR1150PLO,72099.0
292,RAC0106DEL,182099.0
292,TUR1818LIL,51399.0
292,TAP0008MSM,167099.0
292,FEE0271INE,647499.0
292,FEE2610CNQ,561199.0
292,TUR2020AUV,248699.0
292,CED0101SEV,183199.0
292,LSR9016SSG,1777499.0
292,VEN0131CRI,80799.0
292,SEC7732REV,38599.0
292,LIC1088SML,64999.0
292,CAL0070LIL,31999.0
292,CON8910LIL,93499.0
292,COC2012ESC,429699.0
292,RAC0104DEL,164599.0
292,TAP0005MSM,165099.0
292,CAL0322CRI,64299.0
292,TAP0012MSM,193299.0
292,LIC5546OST,165299.0
292,CAL6000LIL,60099.0
292,AUR0100PHI,11299.0
292,BAT5036SML,59999.0
292,CAL1500LIL,72099.0
292,TAP0002MSM,137099.0
292,TAP0003MSM,150399.0
292,LIC2129PHI,112499.0
292,TAP0004MSM,150399.0
292,FEE0180PLO,702399.0
292,CON2234LUP,44599.0
292,PAV1717SML,46999.0
