ProviderId,SKU,PRICE
292,SIE0116HAM,167799.0
292,SIE0022HAM,313499.0
292,SIE0119HAM,195899.0
292,SOL0120HAM,240399.0
292,TAL1111HAM,439399.0
292,SET0050HAM,58699.0
292,SET0020HAM,152599.0
292,SOP0001HAM,86599.0
292,SET0025HAM,29799.0
292,SOP0119HAM,104399.0
292,TAL0110HAM,239799.0
292,SET0012HAM,94199.0
292,SIE0111HAM,96699.0
292,SIE0013HAM,202899.0
292,SIE0003HAM,156899.0
292,SET0055HAM,157599.0
292,SIE1111HAM,110199.0
292,SIE0011HAM,89999.0
292,PIS0020ADV,159599.0
292,SET0003HAM,56399.0
292,ROT0130HAM,367199.0
292,PIS2000ADV,52399.0
292,SET0039HAM,54099.0
292,ROT0005HAM,210699.0
292,ROT0800ADV,153599.0
292,PIS0200ADV,72099.0
292,LLA1113HAM,327399.0
292,LUS1400ADV,297999.0
292,PIS0002HAM,93999.0
292,AMO2400ADV,297999.0
292,PIS0001HAM,68099.0
292,AMO1115HAM,370499.0
292,KIT1666SSG,740099.0
292,KIT2434MOT,488299.0
292,CLI1010PLO,199999.0
292,HID0002HAM,258499.0
292,SAB0004CBA,28499.0
292,HID0003HAM,290599.0
292,SAB0003CBA,28499.0
292,SIE0001HAM,782399.0
292,ALM0071KIN,87199.0
292,CLI1011PLO,199999.0
292,MCA0043LGL,328199.0
292,PAR0068LGL,641499.0
292,PAR0067LGL,339999.0
292,AUR0520SNY,117999.0
292,PAR0069LGL,855399.0
292,PAR0065LGL,229299.0
292,TEL4325BGH,499299.0
292,SOL0200HAM,382799.0
292,DES0000HAM,72799.0
292,COM0003HAM,955699.0
292,DES0136HAM,110699.0
292,ESC0440HAM,404299.0
292,COM0002HAM,480799.0
292,ATO0112HAM,452399.0
292,BIC1725SLP,394599.0
292,SET1116HAM,38999.0
292,SET0002HAM,29199.0
292,MOC0028HAM,203799.0
292,SET0152HAM,692599.0
292,SET0090HAM,455699.0
292,SET0019HAM,65099.0
292,SET1110HAM,37499.0
292,KIT0030TEC,778799.0
292,NIV0200HAM,242899.0
292,MED0040HAM,75199.0
292,LIN0080HAM,68799.0
292,NIV0100HAM,119799.0
292,BOM0146HAM,243999.0
292,CAL0025HAM,36699.0
292,LIN0035HAM,55099.0
292,ENG0002HAM,32499.0
292,ENG0003HAM,46499.0
292,CAR0020HAM,890099.0
292,BOM0270HAM,249699.0
292,BOM0158HAM,257199.0
292,BOM0120HAM,130499.0
292,BAS0300HAM,86699.0
292,COR0600HAM,115999.0
292,BOM0060HAM,104899.0
292,ROT0004HAM,233199.0
292,TOR0001HAM,98499.0
292,PIS0005HAM,192399.0
292,ROT0002HAM,210699.0
292,SOP0003HAM,177399.0
292,ENG0001HAM,236899.0
292,APA0500HAM,499699.0
292,APA0250HAM,397199.0
292,AMO0001HAM,83199.0
292,LUS0002HAM,245499.0
292,COM0001HAM,349099.0
292,ENG0011HAM,110599.0
292,LUS0001HAM,267199.0
292,COM0012HAM,67499.0
292,COM0112HAM,101699.0
292,COM1112HAM,151199.0
292,LLA0113HAM,525099.0
292,VEN0104LIL,123499.0
292,EXT4217DAE,131799.0
292,FRE5120DAE,97599.0
292,FEE0140VON,1089299.0
292,EXH0290INE,993199.0
292,HEL5541PHI,2923699.0
292,HEL0143ETX,1290332.0
292,BIC1021SLP,414099.0
292,SAB0010CBA,34199.0
292,SAB0014CBA,50299.0
292,SAB0012CBA,50299.0
292,SAB0013CBA,50299.0
292,CUB0002CBA,29099.0
292,SAB0002CBA,35599.0
292,SAB0009CBA,34199.0
292,SAB0006CBA,34199.0
292,CUB0007CBA,37099.0
292,SAB0016CBA,50299.0
292,SAB0011CBA,50299.0
292,SAB0007CBA,34199.0
292,SOM0002GAD,70599.0
292,PLT1300SOL,283099.0
292,CUB0008CBA,37099.0
292,CYB1020PEL,18399.0
292,PLT1250SOL,176799.0
292,MES4300GAR,22899.0
292,PLT0450SOL,449399.0
292,CUB0006CBA,37099.0
292,CUB0001CBA,29099.0
292,CUB0005CBA,37099.0
292,CYB1010PEL,12399.0
292,CUB0003CBA,29099.0
292,CUB0004CBA,29099.0
292,BIC1031SLP,414099.0
292,BIC1032SLP,414099.0
292,CYB1030PEL,24399.0
292,KIT2427SSG,2129599.0
292,FRE3590ATM,136699.0
292,FEE1271INE,747299.0
292,HEL0056PHI,1644699.0
292,AIR1136BGH,2003599.0
292,AIR1281MDA,879899.0
292,SOM0001GAD,70599.0
292,VEN0220AXE,104199.0
292,COC0031PHI,2044099.0
292,PAV1720SML,79999.0
292,PAV1520SML,64999.0
292,PAV4911ULT,114499.0
292,MIC0760MAO,143299.0
292,AUR0106JBL,129999.0
